INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG
Drug overdose death rates,All drug overdose deaths,-0.002414056036026733,"Deaths per 100,000 resident population, age-adjusted",0.9869845466984656,Sex,2.0115951655640214,Male,2.0926324599022377,2000.0127448214607,1.997347872584852,All ages,1.1007372775709787,8.29876636204536,
Drug overdose death rates,All drug overdose deaths,-0.015384544027324627,"Deaths per 100,000 resident population, age-adjusted",0.9839380125823277,Sex,2.0016091693141425,Male,2.101477373671003,2000.9926146991072,2.997667659169604,All ages,1.0869021427835523,9.004081590409685,
Drug overdose death rates,All drug overdose deaths,-0.0025071555372621363,"Deaths per 100,000 resident population, age-adjusted",1.010249725237068,Sex,1.9896842567312438,Male,2.0851654064161944,2001.9792237374045,3.995238354298119,All ages,1.095771876841719,10.613593824278517,
Drug overdose death rates,All drug overdose deaths,-0.013307733848419186,"Deaths per 100,000 resident population, age-adjusted",0.9866961808820247,Sex,2.001110150851373,Male,2.109673686807356,2002.9778994327605,4.989624641472099,All ages,1.1036364934677227,11.499493204535034,
Drug overdose death rates,All drug overdose deaths,-0.015802719552223725,"Deaths per 100,000 resident population, age-adjusted",0.9923779594778762,Sex,2.00384587605488,Male,2.101170860862574,2003.9916356635108,6.015504026435239,All ages,1.1107302738875982,11.816960909384195,
Drug overdose death rates,All drug overdose deaths,0.007831724985889573,"Deaths per 100,000 resident population, age-adjusted",0.9888531312349629,Sex,2.0090536802575616,Male,2.0785038130397107,2004.9971109970027,6.990500987516986,All ages,1.0917434945825157,12.79645119025843,
Drug overdose death rates,All drug overdose deaths,-0.007910833706960226,"Deaths per 100,000 resident population, age-adjusted",0.9886370022734373,Sex,1.9827448934057534,Male,2.100467002394465,2006.016792123655,7.995650331360367,All ages,1.1105045957738082,14.79901859169361,
Drug overdose death rates,All drug overdose deaths,-0.007047017765032871,"Deaths per 100,000 resident population, age-adjusted",0.9955276018747992,Sex,2.0107324817325267,Male,2.1076383946036987,2007.010767070798,9.015482590840532,All ages,1.084215985958706,14.888886683313483,
Drug overdose death rates,All drug overdose deaths,-0.0014565887881600945,"Deaths per 100,000 resident population, age-adjusted",0.9811062744396896,Sex,1.9960945746915666,Male,2.1063411115309094,2008.0007830158188,10.011381348790858,All ages,1.0967442701767964,14.879947853160537,
Drug overdose death rates,All drug overdose deaths,0.0033384029278945167,"Deaths per 100,000 resident population, age-adjusted",0.9915758154637462,Sex,1.989947771163543,Male,2.1087813048057042,2008.9955312716652,10.987316819365965,All ages,1.107262819695625,14.804212400036329,
Drug overdose death rates,All drug overdose deaths,0.012939459289672967,"Deaths per 100,000 resident population, age-adjusted",1.0292753161645207,Sex,2.011749282384143,Male,2.104272501205164,2010.0228979213764,11.987502246799135,All ages,1.0933807887565599,15.000441378782263,
Drug overdose death rates,All drug overdose deaths,-0.007815093356321239,"Deaths per 100,000 resident population, age-adjusted",1.0088858349091485,Sex,2.0059321684247333,Male,2.0941192341436436,2010.993109599226,12.995637568980746,All ages,1.1054242156652105,16.101271537250557,
Drug overdose death rates,All drug overdose deaths,0.009539537937289368,"Deaths per 100,000 resident population, age-adjusted",0.9977997303809287,Sex,1.9980968982925444,Male,2.109482677928417,2011.9886447502868,13.996468178596611,All ages,1.0991712490012102,16.113129080627523,
Drug overdose death rates,All drug overdose deaths,0.013452754039942377,"Deaths per 100,000 resident population, crude",2.0083781738488518,Sex,2.014283420890715,Male,2.1200304763273405,2016.9871648305418,18.9951676485756,All ages,1.0904892942061115,29.007262321573897,
Drug overdose death rates,All drug overdose deaths,-0.002953595860712423,"Deaths per 100,000 resident population, age-adjusted",1.006731893554741,Sex,1.9961153569668693,Male,2.1124706451577167,2012.9816278049923,15.006729743968851,All ages,1.0844188049462438,17.00923701073565,
Drug overdose death rates,All drug overdose deaths,0.0013180859937755175,"Deaths per 100,000 resident population, age-adjusted",0.9840064405549657,Sex,1.988257722909026,Male,2.0949600332011435,2014.0004717703869,16.001754726639117,All ages,1.0813616220916933,18.307204598407157,
Drug overdose death rates,All drug overdose deaths,0.01962160920446091,"Deaths per 100,000 resident population, age-adjusted",1.0024937593256735,Sex,2.0050944859484328,Male,2.0950954985400685,2014.992335551609,17.017613670199683,All ages,1.112031572514653,20.798813067864184,
Drug overdose death rates,All drug overdose deaths,0.015056272683460893,"Deaths per 100,000 resident population, age-adjusted",1.0008208054225052,Sex,2.0005964181989575,Male,2.1041463061178587,2015.9930602892523,17.98779333018004,All ages,1.0928642499133099,26.193466587560028,
Drug overdose death rates,All drug overdose deaths,0.0011655316609075438,"Deaths per 100,000 resident population, age-adjusted",0.981485423258467,Sex,2.0102218335970927,Male,2.095909984562832,2017.0041033499122,19.006898661799784,All ages,1.1099230485818385,29.0700052061129,
Drug overdose death rates,All drug overdose deaths,0.0036924015728482347,"Deaths per 100,000 resident population, age-adjusted",1.0045910770413755,Sex,1.987826297196226,Female,2.1973509285518644,1999.009014683064,1.0117653658685302,All ages,1.0830141557880713,3.9089884712845553,
Drug overdose death rates,All drug overdose deaths,0.018294594345861576,"Deaths per 100,000 resident population, age-adjusted",1.0002875433962777,Sex,2.0026946831502523,Female,2.189258942607452,1999.9867279355892,1.9908021346039473,All ages,1.1134437101379084,4.103256287289248,
Drug overdose death rates,All drug overdose deaths,-0.012582586684491899,"Deaths per 100,000 resident population, age-adjusted",1.0016949124705445,Sex,1.9933812883711708,Female,2.1933510217966683,2000.9976775914079,3.012775860966859,All ages,1.1001041478882192,4.604579244889205,
Drug overdose death rates,All drug overdose deaths,-0.009206915065790312,"Deaths per 100,000 resident population, age-adjusted",0.9978132206432894,Sex,1.9850805238163542,Female,2.20036707709835,2002.0174237958067,3.9902345911526305,All ages,1.0954942750176135,5.790649907290393,
Drug overdose death rates,All drug overdose deaths,-0.003046656579058596,"Deaths per 100,000 resident population, age-adjusted",0.9851964785461503,Sex,2.0040780222304506,Female,2.216198185725969,2002.992253658055,4.994639890375528,All ages,1.1058141573121751,6.400471328817791,
Drug overdose death rates,All drug overdose deaths,0.006174428219319924,"Deaths per 100,000 resident population, age-adjusted",1.003865304065993,Sex,2.004207906292161,Female,2.1869548452592977,2004.021236690458,6.009415195327267,All ages,1.1009551367170098,6.895827289968545,
Drug overdose death rates,All drug overdose deaths,-0.004495408621452852,"Deaths per 100,000 resident population, age-adjusted",0.9953987355152523,Sex,2.010831070441598,Female,2.208596165276245,2005.0043908440914,6.992132817667453,All ages,1.1070977284230004,7.28499569746767,
Drug overdose death rates,All drug overdose deaths,0.011773255575279043,"Deaths per 100,000 resident population, age-adjusted",1.019630536564832,Sex,2.013212677017832,Female,2.2239251292943254,2006.0060708477697,8.00345549260615,All ages,1.1087739530884715,8.210012677406425,
Drug overdose death rates,All drug overdose deaths,-0.0064198283028298634,"Deaths per 100,000 resident population, age-adjusted",1.007305315879363,Sex,1.9873073747174852,Female,2.1999691695833157,2006.9910753727013,9.008787169043568,All ages,1.097033069018486,8.801573865532738,
Drug overdose death rates,All drug overdose deaths,0.00766731815188778,"Deaths per 100,000 resident population, age-adjusted",0.9855894775412243,Sex,2.0017145992680567,Female,2.212333976545062,2007.9899666166318,9.993725420941837,All ages,1.0992932852345374,8.89573695543675,
Drug overdose death rates,All drug overdose deaths,-0.0013305561916581142,"Deaths per 100,000 resident population, age-adjusted",1.0078444290590178,Sex,1.9921125258286756,Female,2.2069363573011986,2009.0033976724076,10.994452604996395,All ages,1.0923602601610347,9.109792147276412,
Drug overdose death rates,All drug overdose deaths,0.004108037854881574,"Deaths per 100,000 resident population, age-adjusted",0.9940450852074537,Sex,2.0086924893110667,Female,2.1909944568717767,2009.9930903744632,12.005653977052662,All ages,1.1091259491562324,9.601587868146648,
Drug overdose death rates,All drug overdose deaths,0.007896987636353063,"Deaths per 100,000 resident population, age-adjusted",0.9948901340926191,Sex,2.0036440225578547,Female,2.196870208221518,2011.0098290572935,13.015703188016401,All ages,1.1020785724888382,10.193664534812815,
Drug overdose death rates,All drug overdose deaths,8.245298742073647e-05,"Deaths per 100,000 resident population, age-adjusted",1.0080583261179668,Sex,2.015867124440816,Female,2.2038607017572676,2012.000455385215,14.003547429141575,All ages,1.0833460380227802,10.189038934048494,
Drug overdose death rates,All drug overdose deaths,-0.008054786820355046,"Deaths per 100,000 resident population, age-adjusted",0.9987335831307,Sex,2.0145249362387783,Female,2.2075006140288256,2012.99474828221,14.9969684385852,All ages,1.1089473744468799,10.600665701516888,
Drug overdose death rates,All drug overdose deaths,-0.016650076401742965,"Deaths per 100,000 resident population, age-adjusted",0.9981993182801119,Sex,2.025632354849234,Female,2.198715206289409,2013.9980589601562,16.007853433682037,All ages,1.106290717078939,11.097099034518429,
Drug overdose death rates,All drug overdose deaths,0.00031942056232375755,"Deaths per 100,000 resident population, age-adjusted",0.9871280067961704,Sex,1.9828627247809802,Female,2.1966649130437674,2014.984866837838,16.98705426479668,All ages,1.0930853838766525,11.783021146394633,
Drug overdose death rates,All drug overdose deaths,0.019120913128079568,"Deaths per 100,000 resident population, age-adjusted",1.0138382673938975,Sex,2.0029057118141433,Female,2.2138506885880807,2016.014353998794,18.00037607545274,All ages,1.103569478443279,13.39858672853457,
Drug overdose death rates,All drug overdose deaths,0.016623540699572673,"Deaths per 100,000 resident population, age-adjusted",1.0083312521504404,Sex,2.0031062863886033,Female,2.1997073588118763,2017.0131051371486,18.986019293889665,All ages,1.1051237496913044,14.401973732071884,
Drug overdose death rates,All drug overdose deaths,0.004063372331148236,"Deaths per 100,000 resident population, age-adjusted",0.9881588333522231,Sex and race,4.016479140769978,Male: White,4.092427104771933,1999.0113458928279,1.0082151832291986,All ages,1.1031780145591752,8.100138310581917,
Drug overdose death rates,All drug overdose deaths,-0.003335277295821396,"Deaths per 100,000 resident population, age-adjusted",1.0035170533333844,Sex and race,3.9927206808321163,Male: White,4.0908082623053,2000.0109926520458,1.992534241016942,All ages,1.092557716322181,8.409522256049716,
Drug overdose death rates,All drug overdose deaths,0.008492767464308739,"Deaths per 100,000 resident population, age-adjusted",1.007744877455272,Sex and race,3.9905862339412708,Male: White,4.0929679792167475,2001.0133031713772,2.9921321847625513,All ages,1.1048699085246572,9.187854001785764,
Drug overdose death rates,All drug overdose deaths,0.0016414790760570658,"Deaths per 100,000 resident population, age-adjusted",0.9820997898776401,Sex and race,3.996440760360824,Male: White,4.080245753334633,2002.0053603142424,4.005140479210541,All ages,1.1075221243344904,11.094942759926242,
Drug overdose death rates,All drug overdose deaths,-0.0019817746131954874,"Deaths per 100,000 resident population, age-adjusted",1.0037394437215068,Sex and race,3.9976802047911506,Male: White,4.112428554352012,2003.00711010499,4.987360804112262,All ages,1.1000814776883863,12.184331348274718,
Drug overdose death rates,All drug overdose deaths,0.0008149056907944764,"Deaths per 100,000 resident population, age-adjusted",0.9913597281117561,Sex and race,4.000074956147241,Male: White,4.107335706252714,2004.0008502494968,6.005798792131679,All ages,1.094939290609093,12.581355781658093,
Drug overdose death rates,All drug overdose deaths,0.012698007881032664,"Deaths per 100,000 resident population, age-adjusted",1.0108368165952508,Sex and race,4.003954058396341,Male: White,4.113483674412653,2004.9876812235282,6.991018412383225,All ages,1.1062499822210712,13.60645817537414,
Drug overdose death rates,All drug overdose deaths,-0.009471739042348454,"Deaths per 100,000 resident population, age-adjusted",0.9918564766567666,Sex and race,3.985290806220833,Male: White,4.1156639980973315,2005.9829564037032,7.990874433698044,All ages,1.0903225566509445,15.694959897243798,
Drug overdose death rates,All drug overdose deaths,-0.014372756563465894,"Deaths per 100,000 resident population, age-adjusted",0.9947787771610199,Sex and race,4.007193681295946,Male: White,4.107340129121596,2007.004446271666,8.97684398389803,All ages,1.1083709485270534,16.300139965467526,
Drug overdose death rates,All drug overdose deaths,-0.010254110825649356,"Deaths per 100,000 resident population, age-adjusted",0.9984604796762441,Sex and race,4.009053256069639,Male: White,4.098541823995388,2007.979966782141,9.988130503002097,All ages,1.0796585301245436,16.486776841854468,
Drug overdose death rates,All drug overdose deaths,-0.003412319957026764,"Deaths per 100,000 resident population, age-adjusted",0.9920843744321609,Sex and race,3.998149180026065,Male: White,4.108250665465819,2008.9865495779597,10.993519409295642,All ages,1.1161138022479886,16.403371201121047,
Drug overdose death rates,All drug overdose deaths,-0.017590103554617955,"Deaths per 100,000 resident population, age-adjusted",0.9918545437606784,Sex and race,4.016762574321892,Male: White,4.097522267139407,2010.0003558216035,12.004605517114292,All ages,1.0921597635613365,16.802514885388163,
Drug overdose death rates,All drug overdose deaths,0.010373360135619044,"Deaths per 100,000 resident population, age-adjusted",1.0048134709527228,Sex and race,4.0132636303902665,Male: White,4.098547267244948,2010.999123481567,12.995040561670647,All ages,1.1063076583049594,18.107791455439685,
Drug overdose death rates,All drug overdose deaths,-0.007226501564716763,"Deaths per 100,000 resident population, age-adjusted",0.9930590814177028,Sex and race,4.0156849129604355,Male: White,4.111874694363667,2012.013275930279,14.010052695865989,All ages,1.1017265328465395,18.099239384919592,
Drug overdose death rates,All drug overdose deaths,-0.0036351082288752067,"Deaths per 100,000 resident population, age-adjusted",1.0045295609333282,Sex and race,4.01582945915319,Male: White,4.090389256414801,2013.0058093718105,15.012082099687014,All ages,1.0926559355107701,19.00092174902708,
Drug overdose death rates,All drug overdose deaths,0.001878123766588949,"Deaths per 100,000 resident population, age-adjusted",1.0066141212666369,Sex and race,3.9979197143519487,Male: White,4.103312222577574,2014.0280721245435,15.990787659635629,All ages,1.1030189985494603,20.40550249343111,
Drug overdose death rates,All drug overdose deaths,-0.002600211686206654,"Deaths per 100,000 resident population, age-adjusted",0.986955257949754,Sex and race,3.9958743110113133,Male: White,4.106852031357333,2014.981879154348,17.01420386604784,All ages,1.1024628331418307,23.203877440831413,
Drug overdose death rates,All drug overdose deaths,-0.006349188004714475,"Deaths per 100,000 resident population, age-adjusted",1.0047974228057763,Sex and race,4.009077479938383,Male: White,4.093104050527758,2016.0111364646814,18.009062372959804,All ages,1.108580731680113,28.794823749952332,
Drug overdose death rates,All drug overdose deaths,0.00606928935689111,"Deaths per 100,000 resident population, age-adjusted",1.0051476765420857,Sex and race,4.002227019062996,Male: White,4.098437337345092,2017.0015001304791,19.00010378689992,All ages,1.1120567388981952,31.59735262467734,
Drug overdose death rates,All drug overdose deaths,0.008761375908492406,"Deaths per 100,000 resident population, age-adjusted",0.9832047467209454,Sex and race,3.998249532895093,Male: White,4.106764673499087,2018.0041382204981,19.997650102887317,All ages,1.1138230948546652,29.89174511580287,
Drug overdose death rates,All drug overdose deaths,0.0060517680136330625,"Deaths per 100,000 resident population, age-adjusted",0.9868114940261932,Sex and race,4.019283109133623,Male: Black or African American,4.202307993109731,1999.0028777413263,0.9916420366870062,All ages,1.093643052581166,11.502109994267498,
Drug overdose death rates,All drug overdose deaths,0.009512437514381442,"Deaths per 100,000 resident population, age-adjusted",0.9857798556237176,Sex and race,4.010239878218564,Male: Black or African American,4.216023589176722,2000.0197131479997,1.9769395422105167,All ages,1.0951868760421497,10.80119458511318,
Drug overdose death rates,All drug overdose deaths,-0.012235164571358518,"Deaths per 100,000 resident population, age-adjusted",0.9998017818299287,Sex and race,3.998681769512497,Male: Black or African American,4.19763481487862,2001.0061985326479,2.9928061977475884,All ages,1.0974977141765825,11.014213136290232,
Drug overdose death rates,All drug overdose deaths,0.00453553432167511,"Deaths per 100,000 resident population, age-adjusted",1.0127476917797442,Sex and race,4.000657406708335,Male: Black or African American,4.191970413793947,2002.0108115953612,3.9892240111296218,All ages,1.1187202302300365,11.504521121474372,
Drug overdose death rates,All drug overdose deaths,0.006949301754841346,"Deaths per 100,000 resident population, age-adjusted",0.9814410770941561,Sex and race,3.978562785438979,Male: Black or African American,4.215865885058627,2003.0166053764722,4.989157576747578,All ages,1.0950996600181209,11.3160102824292,
Drug overdose death rates,All drug overdose deaths,-0.0031617220079988247,"Deaths per 100,000 resident population, age-adjusted",1.011882302298855,Sex and race,3.9834631714318065,Male: Black or African American,4.191425065599446,2003.9939638338744,6.002975772005214,All ages,1.0875070253082921,11.104344674953971,
Drug overdose death rates,All drug overdose deaths,-0.007864215364791295,"Deaths per 100,000 resident population, age-adjusted",1.0161998308989137,Sex and race,4.002002227106435,Male: Black or African American,4.201465092864962,2004.9971365903,7.003857914034821,All ages,1.0857641042638806,12.806192871446802,
Drug overdose death rates,All drug overdose deaths,2.0327313588478464e-05,"Deaths per 100,000 resident population, age-adjusted",1.0021397044156188,Sex and race,4.012539274036473,Male: Black or African American,4.211006244993789,2005.984077404309,8.00557885397262,All ages,1.0961190727758108,15.21390136209051,
Drug overdose death rates,All drug overdose deaths,-0.003247537114843494,"Deaths per 100,000 resident population, age-adjusted",1.0028430775412172,Sex and race,3.9894124354548466,Male: Black or African American,4.209053409344682,2007.0071091612706,9.033443218587122,All ages,1.0929976352882147,13.00685559734954,
Drug overdose death rates,All drug overdose deaths,0.01046424173619237,"Deaths per 100,000 resident population, age-adjusted",1.0201296899767396,Sex and race,4.013645351363439,Male: Black or African American,4.197426598275537,2007.9947866165726,9.986662547391063,All ages,1.0943490135770293,11.292333389205213,
Drug overdose death rates,All drug overdose deaths,-0.0008101615380151821,"Deaths per 100,000 resident population, age-adjusted",0.9968225126586534,Sex and race,4.018583639918742,Male: Black or African American,4.200170058471784,2008.9990624384286,10.996576440658515,All ages,1.1154220772406727,10.7991967483569,
Drug overdose death rates,All drug overdose deaths,0.009221292563654239,"Deaths per 100,000 resident population, age-adjusted",1.0011133273968786,Sex and race,4.00522246189229,Male: Black or African American,4.190664897216926,2010.0023970417124,11.993387607981424,All ages,1.1063696150957667,10.093198433465458,
Drug overdose death rates,All drug overdose deaths,-0.010564120079797328,"Deaths per 100,000 resident population, age-adjusted",1.0123650900417185,Sex and race,4.027881395761158,Male: Black or African American,4.205348876446086,2011.0033824746497,12.99628820504602,All ages,1.101148209521574,11.011815291816035,
Drug overdose death rates,All drug overdose deaths,-0.008668842958512753,"Deaths per 100,000 resident population, age-adjusted",1.0207728504240918,Sex and race,4.001539939154881,Male: Black or African American,4.203595396891348,2011.9857256768644,14.022395017879523,All ages,1.0997947232423662,11.29571743820791,
Drug overdose death rates,All drug overdose deaths,0.006297153221356345,"Deaths per 100,000 resident population, age-adjusted",1.0031865092962378,Sex and race,3.9797892126206293,Male: Black or African American,4.1986807073425645,2012.9951309355156,14.988179888408357,All ages,1.091697800504688,12.890171916172397,
Drug overdose death rates,All drug overdose deaths,0.005651231817291404,"Deaths per 100,000 resident population, age-adjusted",1.0040155962214787,Sex and race,3.9934065487286494,Male: Black or African American,4.2034423120138715,2014.00766269229,15.98976756694309,All ages,1.094815941024948,13.802073433966784,
Drug overdose death rates,All drug overdose deaths,0.004406182452273864,"Deaths per 100,000 resident population, age-adjusted",1.003769363430587,Sex and race,3.997440391562656,Male: Black or African American,4.201622444181949,2014.9805899802823,17.011052681585817,All ages,1.1060324059254185,16.79302432894266,
Drug overdose death rates,All drug overdose deaths,-0.017851873369482824,"Deaths per 100,000 resident population, age-adjusted",0.9853410434486826,Sex and race,4.002579222372476,Male: Black or African American,4.19223527934321,2016.000973642023,17.989198055429227,All ages,1.0928773723088532,23.995529933467314,
Drug overdose death rates,All drug overdose deaths,-0.0077248341906330665,"Deaths per 100,000 resident population, age-adjusted",1.0002052036643996,Sex and race,4.008186713014875,Male: Black or African American,4.177196940044805,2016.9683973106055,19.00457863243851,All ages,1.1061035354973257,29.673898113926167,
Drug overdose death rates,All drug overdose deaths,0.014917155894042071,"Deaths per 100,000 resident population, age-adjusted",0.9967526907625358,Sex and race,3.9905386979462696,Male: Black or African American,4.189400381281422,2018.0044610791344,20.00180083072454,All ages,1.096613031858941,30.913317555170092,
Drug overdose death rates,All drug overdose deaths,0.004623887433454167,"Deaths per 100,000 resident population, age-adjusted",1.0084941749850513,Sex and race,3.989825533044015,Male: American Indian or Alaska Native,4.324767723252876,1998.99095584586,0.9992144853565936,All ages,1.0997827328746248,5.7126744075870635,
Drug overdose death rates,All drug overdose deaths,-0.0062718545602761635,"Deaths per 100,000 resident population, age-adjusted",0.998026104912815,Sex and race,3.98790829904669,Male: American Indian or Alaska Native,4.307515892512209,2000.0133831397993,1.9974249298934301,All ages,1.084413165939894,6.105715221653384,
Drug overdose death rates,All drug overdose deaths,0.002739209492319625,"Deaths per 100,000 resident population, age-adjusted",0.9987940555163966,Sex and race,4.012302907192751,Male: American Indian or Alaska Native,4.307106558785099,2000.993971370843,3.0075619921270618,All ages,1.105433077180857,5.897532369494857,
Drug overdose death rates,All drug overdose deaths,-0.011373864956286037,"Deaths per 100,000 resident population, age-adjusted",1.018965886683718,Sex and race,4.006661377421978,Male: American Indian or Alaska Native,4.298632972408697,2001.998497190984,4.003792189071372,All ages,1.0901453348951091,8.195764483085897,
Drug overdose death rates,All drug overdose deaths,0.012852106093202158,"Deaths per 100,000 resident population, age-adjusted",1.0047009381764356,Sex and race,4.002833466393453,Male: American Indian or Alaska Native,4.309739842620245,2002.9930425486032,4.990204510942365,All ages,1.0937641747992137,9.385205108726256,
Drug overdose death rates,All drug overdose deaths,0.01718405037268563,"Deaths per 100,000 resident population, age-adjusted",0.9939409888734944,Sex and race,3.979377077196266,Male: American Indian or Alaska Native,4.297901608361775,2004.013879044091,6.004514824978634,All ages,1.1158297113897482,11.188221753512462,
Drug overdose death rates,All drug overdose deaths,-0.0039679197652808225,"Deaths per 100,000 resident population, age-adjusted",1.007166582611467,Sex and race,3.9793615339363835,Male: American Indian or Alaska Native,4.298614846294379,2004.9895312124877,6.991091186364619,All ages,1.077199776455146,10.796036558439974,
Drug overdose death rates,All drug overdose deaths,0.0037865677581275597,"Deaths per 100,000 resident population, age-adjusted",0.9972651208620454,Sex and race,4.006224926326853,Male: American Indian or Alaska Native,4.29677737084597,2006.0095068604346,7.996337624287605,All ages,1.1222367163346276,12.995078192239953,
Drug overdose death rates,All drug overdose deaths,-0.010223633131953536,"Deaths per 100,000 resident population, age-adjusted",0.9950436955519306,Sex and race,3.9730122797720617,Male: American Indian or Alaska Native,4.30305171168016,2007.010626613259,9.004890280780588,All ages,1.1002115039130829,10.503352134787814,
Drug overdose death rates,All drug overdose deaths,-0.0031575531730813323,"Deaths per 100,000 resident population, age-adjusted",0.9959081029756847,Sex and race,4.008789478769033,Male: American Indian or Alaska Native,4.2855248644149295,2007.9897267683205,9.993595992829908,All ages,1.1028606683915205,13.511708392643241,
